year,country,TotalDeaths,NoInjured,NoAffected,NoHomeless,TotalAffected,AIDContribution000US,ReconstructionCosts000US,ReconstructionCostsAdjusted,InsuredDamages000US,InsuredDamagesAdjusted000,TotalDamages000US,TotalDamagesAdjusted000US,ISO,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
1989,Albania,0,0,3200000,0,3200000,0,0,0,0,0,0,0,ALB,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
1982,Albania,1,5,0,5000,5005,0,0,0,0,0,5000,14040,ALB,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
2021,Albania,0,0,84,0,84,0,0,0,0,0,0,0,ALB,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
2019,Albania,51,1025,206800,0,207825,0,0,0,0,0,745000,789621,ALB,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
2012,Albania,18,20,230000,0,230020,0,0,0,0,0,0,0,ALB,Upper middle income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,008,Northern America and Europe
2004,United Arab Emirates,43,2,0,0,2,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1997,United Arab Emirates,85,1,0,0,1,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2017,United Arab Emirates,0,0,188,0,188,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2015,United Arab Emirates,10,8,0,0,8,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2013,United Arab Emirates,22,24,0,0,24,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1983,United Arab Emirates,112,0,0,0,0,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2010,United Arab Emirates,11,0,0,0,0,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2002,United Arab Emirates,29,23,0,0,23,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1970,United Arab Emirates,41,0,0,0,0,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2008,United Arab Emirates,11,6,0,0,6,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1993,United Arab Emirates,0,100,0,0,100,0,0,0,0,0,7000,13130,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1999,United Arab Emirates,12,0,0,0,0,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2001,United Arab Emirates,14,15,0,0,15,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
2014,United Arab Emirates,15,14,0,0,14,0,0,0,0,0,0,0,ARE,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,784,Northern Africa & Western Asia
1983,Argentina,0,0,5830000,250000,6080000,0,0,0,0,0,1800000,4897042,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1991,Argentina,0,0,62000,1200,63200,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1970,Argentina,61,0,0,0,0,0,0,0,0,0,25000,174481,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1980,Argentina,41,0,40000,0,40000,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2017,Argentina,77,54,54443,0,54497,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1992,Argentina,136,47,3883,88074,92004,2078,0,0,0,0,510000,984876,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1968,Argentina,73,150,0,0,150,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1997,Argentina,0,0,12500,0,12500,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1987,Argentina,1,2,165000,750,165752,0,0,0,0,0,110000,262325,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2016,Argentina,0,0,85769,0,85769,0,0,0,50000,56450,1002000,1131264,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1994,Argentina,24,0,0,0,0,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1988,Argentina,47,0,4600000,0,4600000,0,0,0,0,0,490000,1122755,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2005,Argentina,54,192,0,200,392,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1998,Argentina,19,0,364000,0,364000,1038,0,0,0,0,1100000,1828536,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1995,Argentina,72,300,33500,0,33800,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1984,Argentina,30,14,12000,0,12014,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1967,Argentina,56,0,142000,70000,212000,0,0,0,0,0,3000,24369,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2007,Argentina,19,0,130000,5000,135000,0,0,0,0,0,40000,52275,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2009,Argentina,29,24,67494,0,67518,0,0,0,0,0,15000,18946,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2022,Argentina,17,56,124085,0,124141,0,0,0,0,0,730000,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1975,Argentina,20,0,0,0,0,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2001,Argentina,65,150,254800,2000,256950,0,0,0,0,0,765000,1170699,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2019,Argentina,14,32,70351,0,70383,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1965,Argentina,45,0,0,0,0,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2012,Argentina,107,852,17500,2000,20352,0,0,0,0,0,12000,14162,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1999,Argentina,94,64,0,0,64,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2010,Argentina,57,4,0,0,4,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1993,Argentina,98,146,4000,4000,8146,0,0,0,0,0,1142000,2142121,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2004,Argentina,213,184,6350,0,6534,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2013,Argentina,92,479,350000,0,350479,0,0,0,163000,189597,1302000,1514453,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1990,Argentina,76,0,2000,0,2000,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2018,Argentina,2,0,64620,0,64620,0,0,0,0,0,3400000,3668946,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1966,Argentina,62,0,120000,0,120000,0,0,0,0,0,30000,250447,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2014,Argentina,56,0,7553,0,7553,0,0,0,0,0,62000,70966,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2000,Argentina,48,40,30300,8230,38570,0,0,0,0,0,300000,472073,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2002,Argentina,54,52,11700,200,11952,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1977,Argentina,70,100,2500,40000,42600,0,0,0,0,0,80000,357667,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1978,Argentina,58,200,1700,0,1900,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2006,Argentina,12,40,4500,0,4540,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1974,Argentina,100,0,100000,0,100000,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2003,Argentina,52,1,143900,20000,163901,2636,0,0,0,0,1148210,1691307,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2011,Argentina,48,332,3000,0,3332,0,0,0,0,0,104000,125282,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1972,Argentina,100,0,0,0,0,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1973,Argentina,60,300,0,0,300,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2021,Argentina,15,21,3090,0,3111,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
2008,Argentina,31,48,85000,0,85048,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1986,Argentina,4,0,145000,60000,205000,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1985,Argentina,122,485,1195247,56000,1251732,0,0,0,0,0,1530000,3854202,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
1979,Argentina,0,0,20000,0,20000,0,0,0,0,0,0,0,ARG,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,032,Latin America & Caribbean
