ISO,m49_code,country,incgrp,fsci_regions,UNmemberstate,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,wb_region,cohd,avail_fruits,avail_veg,UPFretailval_percap,safeh20,pou,fies_modsev,pctcantafford,MDD_W,MDD_iycf,All5,zeroFV,zeroFV_iycf,NCD_P,NCD_R,SSSD,fs_emissions,emint_cerealsnorice,emint_beef,emint_cowmilk,emint_rice,yield_cereals,yield_fruit,yield_beef,yield_cowmilk,yield_vegetables,croplandchange_pct,agwaterdraw,functionalintegrity,fishhealth,pesticides,sustNO2mgmt,aginGDP,unemp_r,underemp_r,spcoverage,spadequacy,childlabor,landholding_fem,cspart,mufppurbshare,righttofood,fspathway,govteffect,foodsafety,healthtax,accountability,open_budget_index,accessinfo,damages_gdp,kcal_total,mobile,soccapindex,pctagland_minspecies,genres_plant,genres_animal,rcsi_prevalence,fpi_cv,foodsupplyvar,totalpop,GDP,GDP_percap,landarea,agland_area,cropland,yield_eggs,emint_eggs,emint_chickenmeat,emint_pork,yield_citrus,yield_chickenmeat,yield_pork,yield_pulses,yield_roottuber,yield_treenuts,pop_u,prod_cereals,prod_citrus,prod_fruit,prod_eggs,prod_beef,prod_chickenmeat,prod_pork,prod_pulses,prod_cowmilk,prod_roottuber,prod_treenuts,prod_vegetables,prod_cerealsnorice,prod_rice,areaharvested_cereals,areaharvested_citrus,areaharvested_fruit,producinganimals_eggs,producinganimals_beef,producinganimals_chickenmeat,producinganimals_pork,areaharvested_pulses,producinganimals_cowmilk,areaharvested_roottuber,areaharvested_treenuts,areaharvested_vegetables,agland_area2010,agland_area2015
MAR,504,Morocco,Lower middle income,Northern Africa & Western Asia,1,2,Africa,15,Northern Africa,,,Middle East & North Africa,2.7969999,297.31506,271.72601,111.71381,79.94957617,5.6,31.6,16.700001,75.57,,40.5,4.58,,3.82,1.95,16.81,39846.168,0.2757,6.8613,1.2532001,3.3389001,0.7429,11.8328,217.5,1498.4,26.3608,0.71413344,31.572414,90.28173045,20.64904735,1.46,0.686278626,12.2262,8.8979998,,41.013363,,,,0.70300001,0,2,0,-0.030126551,80,1,0.37400001,48,1,0,0.707314491,133.894,0.38554934,0.2291607,69.628,2,,1.0249566,27,37344787,1.32725E+11,3496.7583,446.29999,303.82001,93.82,0.060089,0.96310002,0.68620002,3.2414999,13.3231,0.013036,49.8,0.6044,29.3526,0.6803,28104.752,3303527,1786947,5586937,415000,282000,821525,627,217887,2500000,1714634,147061,3983906,3254188,46275,4446722,134124,472155,69064,1296.801,630217,12.592,360473,1668.447,58415,216156,151130,299.883,300.47
MOZ,508,Mozambique,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,3.2279999,84.520546,108.49315,10.785073,,,73.699997,91.5,50.87,28.03905,30.45,10.6,35.71434,3.45,1.43,25.92,80107.758,0.29139999,174.1165,1.4679,4.4485002,0.6721,7.6262,133.6,1279.2,13.018,0,0.49562413,95.40545683,0.417174947,0.090000004,0.915033978,29.9909,0.93099999,9.8000002,6.3128614,26.85412,,27.5,0.70599997,9.3528605,2,1,-0.724425793,80,0,0.322,45,1,0,,49.473721,0.36664489,64.223305,,,39.440098,0.64514279,50,32163045,16095828897,500.44479,786.38,414.13831,59.5,0.048984,1.1813,0.63190001,4.7367001,11.6383,0.025614,76.2,0.4516,6.9264,0.828,18726.484,1948665,81061,1138328,48333,16184,115027,91708,705358,538938,6251452,128225,981152,1811422,137243,2899371,6965,149266,9867,121.147,44908,1203.852,1561978,421.296,902560,154858,75369,396.6586,406.98001
MMR,104,Myanmar,Lower middle income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,4.1859999,132.30138,235.61644,27.291859,58.83109202,3.1,25.5,65.099998,,21.32968,,,55.77293,,,,226179.53,0.083400004,59.367199,5.0086999,1.317,3.6459,5.7427,242.1,592.9,12.979,0.13569604,2.5321116,79.26627129,1.361543458,0.94,0.563829681,22.822001,0.73500001,3.3,13.782911,24.856482,8.1000004,15,0.259,0,1,1,-0.996518075,60,0,-0.82999998,30,0,0,,144.3643,0.44939941,44.212921,12.05,0,,0.56520307,15,54806014,65067808985,1187.2385,652.66998,130.08,125.28,0.066539,0.80089998,0.65890002,3.6215,,0.01227,86.9,0.9314,13.2603,0.8662,45947.742,27552568,,2732463,570463,456330,1500000,1127135,4026467,2233333,933658,1482,4820496,2439803,25100000,7557116,,475817,85733,1884.846,1222524,12970.301,4322968,3766.667,70410,1711,371406,125.26,127.49
NAM,516,Namibia,Upper middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,18,Southern Africa,Sub-Saharan Africa,3.52,75.643837,83.972603,165.76309,,18,57.900002,56.799999,,24.89023,,,51.83282,,,,21651.561,0.1521,109.0578,4.1862001,,0.3197,5.3474,248.9,448.5,9.9521,0.024691358,0.5036332,99.72751629,37.17974882,0.07,1.297639817,9.03473,16.326,6.3000002,43.733162,12.774371,,,0.70300001,30.140017,1,1,0.049971052,60,0,1.006,42,0,0,0.75473547,114.05877,0.46826151,0,2.153,0,38.610813,0.79637104,53,2587344,12236250784,4729.271,823.28998,388.10001,8.1000004,0.027717,2.0941999,1.2519,3.9526,8.4519,0.008086,55,1.1123,8.925,,1509.465,174280,2020,61891,2647,31952,11121,6830,22411,112012,383407,,65405,174280,,545162,239,11574,955,128.37,13754,124.174,20148,249.726,42959,,6572,388.09,388.09
NRU,,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,474,9,,4,76,,,,,465,,,0,,106,4,,5,2.537,,,,,72,0.004,0.004
NPL,524,Nepal,Lower middle income,Southern Asia,1,142,Asia,34,Southern Asia,,,South Asia,4.362,149.89041,391.64383,18.945276,17.57565999,5.5,37.799999,84,63.92,39.70955,38.74,11.06,38.15562,3.57,1.61,12.73,36144.16,0.1123,113.3365,2.6157,0.85820001,3.1963,11.0807,85,789.3,13.7025,0,4.4338727,89.77201115,,0.28999999,0.416336525,23.126801,2.24,7.8000002,43.485382,5.9549417,19,19,0.78200001,0,1,1,-0.944426119,40,0,1.017,39,1,0,0.659372091,131.15027,0.39459637,31.718571,6.47,,,0.50554514,36,29674920,36288830373,1222.8788,143.35001,41.209999,23.257,0.062028,0.81410003,3.7288001,7.6683998,10.0275,0.007023,38.2,1.1512,15.0213,4.5748,26605.332,10935665,274141,1503925,80190,50200,65000,29493,394634,920400,3291025,10060,4169485,5373063,5550878,3421390,27339,135725,12928,590.581,92558,771.939,342805,1166.156,219090,2199,304286,41.259998,41.209999
NLD,528,Netherlands,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,2.9909999,278.38358,194.82191,744.96356,99.9,2.5,4.4000001,0.2,,,,,,,,,59886.527,0.1671,10.7318,0.50489998,,7.9199,35.8278,207.2,9255.6,58.5524,-0.7285701,0.3320879,77.63078601,28.08961112,10.82,0.910155878,1.58231,2.6619999,6.5,,,,6.0999999,0.88499999,16.77359,2,0,1.853355527,80,0,1.725,,1,0,0.988187611,124.97905,0.78157383,0,23.192,10,,0.55480808,22,17533405,1.01801E+12,58061,33.669998,18.144499,10.420401,0.138452,0.67809999,0.2052,2.0121,,0.016664,99.7,4.0496,42.6751,,15542.779,1364440,0,738770,,432840,995750,1661650,,14522000,7020060,0,5293140,1358980,,172280,0,20620,43165,2088.56,597529,16666.09,3450,1569,164500,0,90400,18.723,18.459999
NZL,554,New Zealand,High income,Oceania,1,9,Oceania,53,Australia and New Zealand,,,East Asia & Pacific,2.723,157.20547,308.43835,923.18042,99.9,2.5,14.5,,,,,,,,,,56148.738,0.21529999,17.449499,0.8545,,9.0292,23.5323,157.2,4521.9,25.7492,1.8635607,0.98073393,99.6187782,35.38755485,8.79,1.063306896,5.7657199,3.267,,,,,,0.903,4.573844,3,1,1.589406252,80,0,1.779,85,1,0.11080377,0.707211614,127.49281,0.82760584,0,36.144,,,0.93157011,23,5122600,2.49992E+11,48801.684,263.31,101.54,6.0100002,0.164488,0.31580001,0.3326,2.2880001,9.3653,0.018103,71.5,3.4264,46.6103,,4632.4058,1018761,24687,1780310,68164,701294,216586,45375,26226,21871305,564824,,886443,1004777,,112829,2636,75654,4144,4460.53,119640,634.643,7654,4836.726,12118,370,34426,114.08,107.12
NIC,558,Nicaragua,Lower middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,13,Central America,Latin America & Caribbean,3.335,127.28767,98.684937,104.63673,55.51591693,18.6,,35.700001,76.33,,53.49,12.63,,4.04,2.78,50.73,35965.59,0.47780001,58.717098,1.4944,0.2492,2.2237,11.9031,184.7,1695.7,34.4589,0,0.72027719,98.93684435,2.047845353,4.3600001,1.03582426,15.7733,3.0120001,26.4,68.151497,17.142136,25.9,23.299999,0.227,0,1,0,-0.714019775,80,0,-0.89499998,42,1,7.301218,0.711280823,90.217079,0.22424166,13.809911,0.696,0,24.429478,0.82179874,34,6702379,14013022092,2090.7534,120.34,50.650002,17.9,0.08178,0.65390003,0.55010003,9.4446001,4.6242,0.022276,54.6,0.8687,10.9942,,4220.2671,905198,109672,581833,37030,152411,140475,12494,210911,1399757,390645,,236147,428206,476992,407063,23717,48881,4528,824.969,63062,228.958,242789,825.481,35532,,6853,50.259998,50.650002
NER,562,Niger,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Sub-Saharan Africa,2.859,69.369865,322.82193,18.167608,,19.8,56.400002,88.800003,,16.98178,,,42.51603,,,,38742.398,0.091300003,257.62131,5.5243001,0.68239999,0.5602,6.0086,292.5,339.9,13.9289,1.0103846,4.511013,98.5291242,,0,1.00566291,38.747799,0.19499999,,21.380655,3.3766944,28.799999,6.5999999,0.82999998,10.379821,1,1,-0.61708498,20,0,0.84899998,27,1,0,0.523918569,58.822693,0.50403899,49.540619,4.795,,34.240906,0.92512578,38,25130810,14950949875,594.92511,1266.7,465.97,178.14999,0.026363,2.1965001,3.4122,7.7175999,,0.008,45,0.4637,30.0966,,17218.072,5878468,,636912,10084,68758,20103,1523,2727062,822844,1103733,,3333839,5692071,179382,10494230,,106000,3825,235.091,25129,33.845,5881400,2420.84,36673,,239347,439.82001,456.97
NGA,566,Nigeria,Lower middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Sub-Saharan Africa,4.0929999,150.49315,199.53426,31.040945,21.66928927,12.7,58.5,95.900002,48.01,22.64696,23.32,17.42,52.68987,2.7,2,31.88,186052.83,0.1503,73.310097,7.9221001,2.138,1.42,5.9981,101.8,237,3.7201,0,1.9252272,62.35975861,3.455499342,,0.885777616,24.143299,6.9679999,23,20.481827,9.5778637,28.700001,,0.81199998,0,1,1,-1.029474854,40,0,0.71499997,45,1,0,0.630968869,99.072998,0.28016013,29.279495,7.692,,47.200279,0.34376681,10,211400704,4.40777E+11,2085.0308,910.77002,694.50049,415,0.053158,1.0886,0.75910002,6.7582002,4.7359,0.01,45,0.7669,7.0933,0.733,195201.56,28672504,3981704,11529922,646667,326398,238250,302976,3713030,524733,118327020,106535,15706483,20417000,8172000,20191574,840750,1922275,121650,3206.064,238250,6732.788,4841476,2213.856,16681520,145350,4222093,678.17023,686.33545
MKD,807,North Macedonia,Upper middle income,Northern America and Europe,1,150,Europe,39,Southern Europe,,,Europe & Central Asia,3.427,311.20547,739.09589,272.21152,76.83340587,3.3,20.9,18,,54.19245,,,12.97778,,,,2710.8184,0.1999,62.618801,1.2816,2.2011001,3.6642,9.3429,204.5,3647.9,16.5043,0.17505471,5.1440268,83.61207833,,0.20999999,0.817115047,9.09338,15.602,2.7,,,2.4000001,,0.66900003,0,2,0,0.138258249,60,0,0.87800002,36,1,0,0.800207734,89.380882,0.40178838,31.714285,2.158,,,0.65550452,26,2065092,13879269152,6720.8965,25.219999,12.62,4.5700002,0.075539,1.3511,1.0574,3.184,,0.007474,99.5,1.8323,14.9815,0.6694,1768.941,578836,,635961,8974,3886,1494,14930,20139,405217,193426,7660,695920,559318,19518,157972,,68069,1188,19,1999,150,10991,111.083,12911,11443,42166,11.19,12.62
NOR,578,Norway,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,3.471,211.61644,204.93152,1465.5483,98.64284115,2.5,4.3000002,0.40000001,,,,,,,,,36706.332,0.2115,16.512699,0.66369998,,4.1963,5.6297,286.9,7040.4,28.757,-0.061907005,0.21498728,99.04796002,60.3255689,0.85000002,1.184404179,1.87795,3.7780001,3.9000001,,,,14.1,0.97600001,0,2,0,1.936734319,100,1,1.911,81,1,0.035891939,0.823153734,107.4585,0.89395505,0,2.059,19,,0.60925686,26,5408320,4.82437E+11,89202.75,364.285,9.8596201,8.0766306,0.158685,0.64240003,0.40959999,1.7357,,0.014347,82.1,1.485,27.6316,,3707.0991,1239000,,23836,70234,86126,101867,131041,3720,1545030,361200,,185195,1239000,,295260,,4234,4426,300.185,71002,1596.474,2505,219.453,13072,,6440,10.059,9.8603001
OMN,512,Oman,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,3.0209999,367.34247,457.80823,298.51303,90.55715729,9.8,,,,,,,,,,,15327.285,0.2209,25.2339,1.5094,,18.6241,14.9983,130,1339.9,37.7002,4.6196609,110.5,99.60813224,45.00496968,15.78,1.092691147,2.32515,2.1570001,,,,,7.6999998,0.32499999,0,2,1,0.141849503,80,0,-0.25,,0,0.093165576,0.822929919,133.84695,0.53327835,0,,2,,0.87370348,47,5223376,85868626528,16439.297,309.5,14.5893,1.0793,0.163281,0.34810001,2.0060999,,4.7937,0.008,,,26.1686,,3986.6599,182051,8389,505249,25080,15333,6547,,,171350,16146,,836190,180665,,9775,1750,33687,1536,117.948,8184,,,127.884,617,,22180,14.431999,14.34
PAK,586,Pakistan,Lower middle income,Southern Asia,1,142,Asia,34,Southern Asia,,,South Asia,3.6849999,97.534241,69.972603,17.393368,35.83886904,16.9,32.599998,83.5,53.92,14.97243,23.48,12.7,61.19031,3.18,1.38,23.57,290437.63,0.33180001,26.8281,1.3428,1.7911,3.0208,10.2015,130.2,1537.4,13.4708,0.32846829,69.854134,74.15430575,23.3873017,0.37,0.945437418,22.6938,3.4300001,1.6,21.863588,25.427132,9,,0.755,0,1,1,-0.545995891,40,0,0.382,46,1,0.00288731,0.611643791,79.506767,0.4298538,10.521824,33.003,,28.096113,0.53963584,14,225199929,3.46343E+11,1537.9364,770.88,367.23001,317.23001,0.091205,0.58429998,3.0381999,,11.5554,0.011836,,0.5967,23.6011,2.5544,223195.14,42540915,2299325,9825573,946251,1179000,1657000,,747004,22508000,4936815,38158,5572793,34121640,8419276,14082566,198983,963146,103750,9057,1400000,,1251810,14640,209177,14938,413695,352.42001,362.01999
PLW,585,Palau,Upper middle income,Oceania,1,9,Oceania,57,Micronesia,,,East Asia & Pacific,,,,,91.31174637,,,,,,,,,,,,133.79581,,,,,,,,,,0,,100,22.9915038,,,2.9358101,,,37.430256,27.98678,,,,0,2,1,-0.046599731,60,0,,,1,0,,132.64066,,,,,,0.1212206,,18174,257700000,14243.864,0.46000001,0.043000001,0.023,,,,,,,,,,,16.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043000001,0.043000001
PAN,591,Panama,High income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,13,Central America,Latin America & Caribbean,4.4759998,209.53426,82.904114,320.69217,,5.8,,18.200001,,,,,,,,,11810.411,0.41659999,38.225399,1.7068,0.1965,3.3742,17.2249,218,1481,9.2213,-1.4704562,0.32023489,95.84874208,33.83156933,3.1099999,1.02156849,2.7392399,5.493,8.8999996,76.610268,16.739695,2.2,32.299999,0.61699998,0,1,1,0.071580328,80,0,1.226,,1,0,0.782061577,135.01718,0.35672802,59.685863,0.824,0,,0.76484072,63,4381583,63605065800,14516.458,74.18,21.741001,6.6509995,0.114458,0.46700001,0.3978,1.9136,8.43,0.017451,74,0.5337,9.265,,2996.9629,529715,40506,644813,37462,71213,211537,41386,9538,213773,54830,,51842,138115,391600,156989,4805,37435,3273,326.6,121221,559.134,17873,144.347,5918,,5622,22.663898,22.23
PNG,598,Papua New Guinea,Lower middle income,Oceania,1,9,Oceania,54,Melanesia,,,East Asia & Pacific,,711.75342,159.17809,36.941158,,21.6,,,,32.1836,,,12.66056,,,,48568.449,4.8674002,68.454697,40.096298,18.7001,4.6732,10.8193,150,100.9,12.5396,0,0.000125,99.30678635,22.9915038,0.11,0.853317599,19.354601,1.942,,4.2436595,0.45520133,,,0.62800002,0,1,1,-0.846731305,40,0,0.72799999,50,0,0,0.599165678,53.850307,0.42237794,8.846858,1.912,,,0.91699308,9,9119005,26594277246,2916.3574,452.85999,11.9,10,0.032895,1.495,1.5272,12.522,,0.009165,41.2,0.5142,7.9672,0.5655,4635.7612,18015,,2467868,5500,3128,6639,82952,3934,164,1845010,5749,560596,17141,874,3855,,228099,1672,20.853,7244,2011.95,7650,1.626,231576,10167,44706,11.9,11.9
PRY,600,Paraguay,Upper middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,5,South America,Latin America & Caribbean,3.543,208.43835,137.75342,149.63152,64.08421825,8.7,25.299999,17.799999,,52.0675,,,16.45974,,,,86266.625,0.1056,53.567799,1.0035,0.6875,4.7065,10.5622,242.8,2514.2,9.8388,-0.53482586,0.48920751,98.32978353,,4.1799998,0.342448866,10.8171,4.9219999,4.9000001,69.087776,26.120842,15.5,,0.56099999,0,1,0,-0.465850592,80,0,0.847,47,1,0,0.515898705,110.27,0.31823805,46.108788,,0,,0.74715006,12,7219641,38986810989,5400.104,397.29999,168.0914,48.240002,0.111319,0.4808,0.7094,4.2954001,29.7677,0.01,104,0.8939,17.7664,,5031.4331,8433186,338072,776987,112777,515612,71548,65735,89940,541033,3385360,,153840,7245418,1187768,1791825,11357,73563,10131,2123.871,71547,632.368,100618,215.193,190548,,15636,160.4514,169.38141
PER,604,Peru,Upper middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,5,South America,Latin America & Caribbean,3.2850001,358.71231,170.90411,149.77948,51.26412978,8.3,50.5,20.5,,83.97279,,,6.065506,,,,136878.55,0.45050001,51.4231,1.0699,0.89929998,4.5629,15.8434,147.1,2358.1,13.5307,-0.76612556,0.78135973,99.89918681,62.36279852,1.87,0.776160593,8.2557402,0.79000002,7,66.86673,19.502954,12.2,30.799999,0.74800003,42.552582,2,1,-0.23746331,80,1,1.3839999,61,1,0.011198234,0.73827076,133.44716,0.23082606,1.4146,16.216,,,0.69637287,21,33359416,2.23249E+11,6692.2485,1280,244.7829,56.782902,0.169653,0.3154,0.31029999,4.0727,18.0597,0.02287,53.2,1.3283,14.7971,0.9132,24333.732,5406607,1466841,7375819,497525,183941,1723497,169805,256116,2138028,7341470,12001,2943057,1861961,3436637,1184914,81222,465544,29326,1250.069,753602,3193.363,192817,906.689,496142,13141,217510,247.94301,246.95805
PHL,608,Philippines,Lower middle income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,4.1079998,276.71234,173.72603,110.67123,47.46476694,5.2,43.799999,68.599998,79.86,53.53235,36.36,6.05,21.7602,3.91,3.22,45.05,92989.859,0.21879999,39.672798,0.97180003,2.4584999,3.7694,12.4653,143.3,3169.9,8.7738,0.26487696,14.192062,82.40701109,22.14822104,2.23,0.610224469,10.1848,1.96,,40.620071,7.7482719,1,10.83,0.71399999,0,1,1,0.060874518,80,1,0.62699997,68,1,0.27348137,0.715936899,136.50113,0.30213335,75.535713,9.912,1,,1.0298195,52,111046910,3.94086E+11,3548.8284,298.17001,126.75,111.75,0.052128,1.0224,0.1674,2.0532999,4.2267,0.012436,59.1,0.8794,10.1693,8.2358,105658.78,27413963,149336,16482063,605786,114563,1393586,1499853,69457,17222,3398661,263620,6624100,8119107,19294856,7272793,35332,1322239,116212,799.603,1120639,25363.01,78979,5.433,334208,32009,754988,121,125.27
POL,616,Poland,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,3.1700001,169.39726,340.27396,366.38025,98.32523453,2.5,7.4000001,1,,,,,,,,,125584.81,0.1665,16.329201,0.52100003,,4.7048,13.5786,302,6972.7,37.0566,-0.012421258,2.2958677,67.73393496,,2.1400001,0.889816048,2.39011,3.4419999,1.4,61.083935,66.852646,,29.700001,0.58200002,6.716177,2,1,0.376499236,0,1,0.792,60,1,0,0.811791718,130.39668,0.43134505,14.357378,86.468,1,,0.83711249,48,37781024,6.74048E+11,17840.922,306.13,144.61,112.71,0.131797,1.0882,0.2106,1.2476,,0.018665,94.6,1.9296,34.7683,1.7125,26173.268,34865080,0,4499680,642354,559460,2200280,1985120,607910,14821820,7848600,13700,4320800,26604470,,7410540,0,331380,48738,1852.75,1178807,20983.59,315050,2125.7,225740,8000,116600,144.49001,143.71001
PRT,620,Portugal,High income,Northern America and Europe,1,150,Europe,39,Southern Europe,,,Europe & Central Asia,2.6559999,360.68491,362.63013,375.19943,95.35370664,2.5,11.6,0.5,,,,,,,,,17965.49,0.44260001,34.3634,0.58899999,3.3942001,4.8493,7.8117,248.6,8565.5,46.2126,-0.044337586,4.417933,85.97329476,38.37995122,5.3400002,1.128829708,1.97755,5.5029998,6.0999999,,,,29.299999,0.861,0.43153176,2,0,1.023435712,80,1,1.693,60,1,0,0.921962142,116.26299,0.43120861,48.017952,62.221,34,,0.56344038,25,10299423,2.49886E+11,24262.182,91.605598,38.727798,18.181593,0.250101,0.5643,0.033500001,2.2442,19.6899,0.014731,67.5,0.932,23.3679,0.3668,8457.083,1056070,422940,2009626,146234,97780,297380,379290,17690,1993610,409640,79110,2288910,893920,132790,217780,21480,257258,,393.31,201877,5617.88,18980,232.75,17530,215660,49530,36.541698,36.387802
QAT,634,Qatar,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,2.5769999,,,471.4924,96.18278647,,,,,,,,,,,,17313.479,3.1712,35.382401,1.432,,8.4252,11.7706,120,1415.1,24.3771,2.5,396.55173,97.91473122,,2.8299999,1.322373742,0.28665599,0.118,,,,,,0.18700001,0,2,1,0.908276737,80,0,-0.84200001,2,0,0.005454497,,131.84464,0.62911165,0,,,,0.67815524,,2930524,1.79571E+11,61276,11.49,0.74000001,0.23999999,0.128941,0.44119999,0.059500001,,4.4783,0.03,,,9.8095,,2304.5381,1803,206,29144,9129,1512,34761,,,7500,206,,71035,1515,,214,46,2476,708,12.6,11587,,,5.3,21,,2914,0.68099999,0.70999998
KOR,410,Republic of Korea,High income,Eastern Asia,1,142,Asia,30,Eastern Asia,,,East Asia & Pacific,5.1830001,143.0137,552.10962,365.41998,99.9,2.5,5.3000002,1.7,,,,,,,,,87730.703,0.37020001,22.492399,0.2922,1.0667,6.2118,15.5033,323.6,8872.3,40.745,-1.456869,22.898134,81.531923,13.55238071,10.4,0.774128748,1.75806,2.9059999,3.0999999,,,,17.799999,0.85699999,25.139143,2,1,1.415868878,100,0,1.673,74,1,0.000722811,0.815019906,137.53618,0.48805708,55.624039,,26,,0.79346812,18,51744876,1.79853E+12,34757.719,97.599998,16.209999,15.65,0.101203,0.4989,0.3831,1.0161,30.9854,0.009114,76.5,1.5136,19.2565,1.7681,49731.77,4945284,659959,2765000,734528,287000,962000,1403000,17757,1795304,883121,73927,9476881,210896,4713162,796116,21299,178349,72580,887,1055469,18330,11732,202.349,45861,41812,232590,17.73,17.360001
MDA,498,Republic of Moldova,Upper middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,2.8139999,348.52054,217.39726,207.13148,74.07106737,6.7,24.9,6.6999998,,69.70462,,,9.582886,,,,5010.0688,0.2256,10.1579,1.0919,,1.8936,5.3307,121.2,3327.1,5.7054,-0.45666841,0.35044825,19.55374555,,1.74,0.540006012,9.5113001,3.2820001,,60.106071,50.615437,,36.400002,0.81300002,26.616226,1,0,-0.455641329,80,0,1.238,65,1,0,0.630968332,84.78965,0.45585364,27.430555,6.012,,,0.66540259,7,2573928,13679221333,5314.5313,32.884598,22.646002,19.27,0.111359,1.2877001,2.8812001,1.1375,,0.012177,78.9,1.1376,7.6288,0.7365,2586.5801,1478349,,1141221,34510,7881,45463,73639,29239,290529,171899,16208,222946,1477648,,780710,,214083,3099,65.026,37334,932.864,25703,87.321,22533,22007,39076,24.65,23.18
ROU,642,Romania,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,3.191,293.28769,387.67123,265.62531,81.98883112,2.5,13.4,8.8000002,,,,,,,,,38041.016,0.1507,19.386499,1.1253,15.6128,3.4527,8.8117,140.2,3228.3,15.8436,0.27435431,0.67308146,61.42253147,,0.56999999,0.245589407,3.8363199,5.7820001,3.2,81.436005,53.630829,,32.400002,0.75999999,12.928713,2,0,-0.220548943,80,0,1.304,63,1,0,0.68466574,117.43613,0.32234856,77.437485,43.233,5,,0.63601446,43,19115146,2.84088E+11,14861.909,230.08,135.91,93.309998,0.066053,1.9505,0.2735,2.0404,,0.01711,92.9,1.1283,15.4209,19.0038,15564.117,19373760,0,2953850,260521,87490,,388170,121680,3679600,2698500,49980,1798720,19111950,24670,5611260,0,335220,,623.9,,4176.58,107840,1139.8,174990,2630,113530,141.56,138.58
RUS,643,Russian Federation,Upper middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,3.4200001,167.78082,284.05481,310.32587,76.10420617,2.5,5.5,3.5,71.79,,23.39,5.28,,3.24,2.88,22.26,531385.94,0.1228,15.5566,0.74699998,2.6141,2.9056,9.0454,207.8,4863.3,22.163,0,0.41189319,94.42960646,32.53594926,0.73000002,0.76930977,3.7001901,7.5310001,,77.521065,26.652489,,,0.35699999,13.188688,2,1,0.033416867,100,0,-0.34099999,73,1,0.01126253,0.682638466,163.58934,0.47949302,35.450291,200.717,,,0.45034426,17,143446060,1.7758E+12,12172.785,16376.87,2154.9399,1234.42,0.157827,0.90880001,0.25659999,1.2412,3.1905,0.018322,92.3,1.8072,16.6432,3.1802,110935.55,130037708,67,5906985,2492190,1633742,4576733,4281613,3446725,31959801,19607361,20627,13950679,127673760,1141819,44754685,21,653039,157906,7862.288,2497984,46363.647,1907175,6571.603,1178098,6486,629459,2154.9399,2154.9399
RWA,646,Rwanda,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,2.698,490.84933,120.76713,20.741371,12.10284907,35.8,,86.300003,,30.09441,,,22.16434,,,,9172.6191,0.169,37.059399,3.6326001,0.58679998,1.4592,7.4186,87.3,516.9,6.0667,0,0.76691729,48.89743364,,1.45,0.611416146,26.2519,0.34599999,17.299999,28.39677,4.925333,3.5,,0.53899997,0,2,1,0.342128187,40,0,-0.208,45,1,0,0.518907666,81.950508,0.44591466,10.600707,,,,0.99778783,16,13276517,11070356519,833.8299,24.67,18.116999,14.016999,0.051678,1.1202,0.87110001,29.1551,3.181,0.030002,35.6,0.6805,7.1661,,1366.094,753504,11579,2176865,7700,34776,19336,13547,452689,173212,3664006,,661274,637000,116504,516388,3640,293432,1490,398.38,6445,380.719,665244,335.087,511298,,109000,18.0392,18.116999
